V1,CORRELA_16,CORRELA_9,IDOJ1,IDAIO,CIMREP,BRUTA,CONSUI,GAS,EMPAQUE,HONORA,COMISION,ARRIENDO,SEGURO,ASEO,ENERGIA,COMUNICA,PUBLICO,FLETES,PUBLICI,ADECUA,REGALA,OUTSOURCING,OTROS,SUELDOS,PRESTAC,VENTA,AGREGA,PERREMUN,SOCIOS,PERSONOM,DIRECTO,AGENCIA,APRENDIZ,TOTPERSO,PROMUJ,PROHOM,PERMUJ,PERHOM,DIRMUJ,DIRHOM,AGEMUJ,AGEHOM,APRENMUJ,APRENHOM,TOTMUJ,TOTHOM,SUEPLAN,PREPLAN,REMPLAN,COTIZA,GASAGEN,REMTEMP,TOTREM,INVINI,INVFIN,ROTACION,INVPRO,CTO,CTOINS,VENTASNOP,GASTOS,GASTOSNOP,GASTOPNOP
987641,4751-4752,474 - 475,4,1991,0,221803,22637,0,0,9600,0,0,0,0,6541,2515,2731,0,0,0,0,0,1250,103956,57082,629705,199166,10,1,1,9,0,0,11,0,1,1,0,6,3,0,0,0,0,7,4,14520,24598,14520,28835.6,0,89436,132791.6,415120,327981,407902,371550.5,407902,407902,0,437373,36171,647018
987636,4751-4752,474 - 475,11,1997,0,1815924.667,548985.6667,357.6666667,1346,30298,0,73922.33333,34153.33333,20223,19458,8788.666667,3926,126757.6667,15305.33333,146590.3333,13986.33333,0,53873,397867,174740.3333,11443254.33,1266939,29.33333333,0.3333333333,17.33333333,12,0,1,30.66666667,0,0.3333333333,6,11.33333333,8,4,0,0,0.3333333333,0.6666666667,14.33333333,16.33333333,240990,95883.33333,300354.3333,73143.34667,0,147261.6667,520759.3467,2793986.667,3045294.333,9627329.667,2919640.5,9627329.667,9627329.667,0,10289717.67,30205.66667,10933946.33
987552,4751-4752,474 - 475,14,2003,0,2070504,534524,0,3947,34377,0,221734,7462,8054,11159,13693,7142,182585,2330,25729,0,0,16312,420172,181010,15913298,1535980,33,0,32,1,0,1,34,0,0,10,22,0,1,0,0,1,0,11,23,409352,102573,510577,68635.88,0,5907,585119.88,1352328,1512231,13842794,1432279.5,13842794,13842794,0,14506516,85113,15247628
987537,4751-4752,474 - 475,14,1984,0,588647,174771.5,0,2967,23379,0,8250,8105,8667,6497,5324,2014,60094,30099,16299,0,0,3076.5,200083,91539,2958017,413875.5,14,0,14,0,0,0,14,0,0,7,7,0,0,0,0,0,0,7,7,200083,51202,251285,35759.56,0,0,287044.56,771542,789844,2369370,780693,2369370,2369370,0,2569149,15112,2889644
986619,4751-4752,474 - 475,4,1995,0,222857,338544.5,0,0,0,0,325171,1147,0,5063,0,1,0,0,6500,0,0,662.5,107712,61200,530910,-115687.5,10,0,10,0,0,1,11,0,0,10,0,0,0,0,0,1,0,11, ,97920,29376,127296,29082.24,0,0,156378.24,216877,387297,308053,302087,308053,308053,0,648659,60485,885256
986608,4751-4752,474 - 475,14,1999,0,13951425,4365434.5,998,0,323943,0,1087243,36466,357889,157813,65573,19696,831911,85028,429191,0,0,111557.5,1132444,428736,42569595,9585990.5,52,0,0,52,45,3,100,0,0,0,0,14,38,12,33,0,3,26,74,0,241851,0,162260.12,858126,1099323,1261583.12,9132323,8702982,28618170,8917652.5,28618170,28618170,0,32770827,1375179,36629492
986607,4751-4752,474 - 475,4,2008,0,502561,327883,2410,0,163946,0,7051,3700,1616,10227,25350,6750,14720,485,1193,0,0,90435,302594,127223,3073431,174678,12,1,0,12,0,0,13,0,1,0,0,4,8,0,0,0,0,4,9,0,63545,0,56899.76,0,302594,359493.76,2518973,2698973,2570870,2608973,2570870,2570870,0,3012338,0,3464371
986597,4751-4752,474 - 475,14,2002,0,1294709,153035,575,8174,39381,0,8657,7010,1975,25943,6829,7803,0,0,25378,0,0,21310,338065,139927,6555972,1141674,32,0,32,0,0,1,33,0,0,13,19,0,0,0,0,1,0,14,19,329780,79189,408969,53214.4,0,0,462183.4,4723699,6603838,5261263,5663768.5,5261263,5261263,0,5490264,273324,6283402
986469,4751-4752,474 - 475,5,1998,0,408077,122026,0,2094,36121,33899,0,6009,747,7264,7097,4632,2200,2278,4036,0,0,15649,124346,63641,2476020,286051,8,2,8,0,0,0,10,0,2,4,4,0,0,0,0,0,0,4,6,124346,39635,163981,21067.12,0,0,185048.12,499799,442234,2067943,471016.5,2067943,2067943,0,2234920,17908,2449449
986460,4751-4752,474 - 475,4,1985,0,757108,167170,283,5147,4661,0,0,14568,1363,2903,7654,1321,3086,0,48841,0,0,77343,336310,128178,2954922,589938,21,0,21,0,0,1,22,0,0,3,18,0,0,0,0,1,0,4,18,327833,72643,400476,48761.8,0,0,449237.8,1339708,1604251,2197814,1471979.5,2197814,2197814,0,2481291,169599,3133038
986430,4751-4752,474 - 475,14,2011,0,1009324,421372,0,0,79254,84620,0,31624,29050,33120,29895,2060,13890,0,109254,0,0,8605,412159,174478,3808294,587952,24,5,24,0,0,1,30,2,3,9,15,0,0,0,0,0,1,11,19,402222,112622,514844,52845.6,0,0,567689.6,1374546,1694298,2798970,1534422,2798970,2798970,0,3258568,17517,3884845
986426,4751-4752,474 - 475,14,2011,0,1781011,186030,0,0,70334,14252,26000,7410,4603,10840,7478,1547,30954,0,4212,0,0,8400,418230,174592,5652770,1594981,26,2,26,0,0,1,29,1,1,5,21,0,0,0,0,1,0,7,22,408292,108093,516385,66849.64,0,0,583234.64,1716116,1345063,3871759,1530589.5,3871759,3871759,0,4149149,42957,4912226
986321,4751-4752,474 - 475,14,1997,0,270980,78882,0,4872,9000,0,12000,0,0,37200,2840,620,5400,2410,3940,0,0,600,129373,58530,1102854,192098,11,0,1,10,0,0,11,0,0,0,1,10,0,0,0,0,0,10,1,30000,21868,30000,34213.68,0,99373,163586.68,200000,321908,831874,260954,831874,831874,0,917356,0,1116902
986318,4751-4752,474 - 475,4,2003,0,2390398,792924.5,0,7933,69400,0,179060,38820,3743,71688,31281,2098,230457,16621,72381,0,0,69442.5,496736,195205,14612125,1597473.5,46,0,46,0,0,2,48,0,0,17,29,0,0,0,0,2,0,19,29,468138,113593,581731,70909.28,0,0,652640.28,4475032,4590647,12221727,4532839.5,12221727,12221727,0,13160209,528580,14430696
986280,4751-4752,474 - 475,11,1995,0,4184949,1688842,74,29641,9242,11463,849386,166925,985,50215,40230,10813,42838,570,147485,0,0,51727,872452,393020,20864588,2496107,54,0,54,0,10,2,66,0,0,29,25,0,0,2,8,1,1,32,34,857650,218420,1076070,155178.64,277248,0,1231248.64,13883966,12510904,16679639,13197435,16679639,16679639,0,18555386,382989,20630611
986236,4751-4752,474 - 475,11,2006,0,282562,36350,100,0,3000,0,0,4300,4000,2700,2300,2800,0,0,2100,0,0,15050,119580,54594,1828498,246212,11,1,11,0,0,0,12,1,0,3,8,0,0,0,0,0,0,4,8,119580,28100,147680,23765.68,0,0,171445.68,184210,187134,1545936,185672,1545936,1545936,0,1611841,15540,1815566
985941,4751-4752,474 - 475,14,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
