V1,CORRELA_16,CORRELA_9,IDOJ1,IDAIO,CIMREP,BRUTA,CONSUI,GAS,EMPAQUE,HONORA,COMISION,ARRIENDO,SEGURO,ASEO,ENERGIA,COMUNICA,PUBLICO,FLETES,PUBLICI,ADECUA,REGALA,OUTSOURCING,OTROS,SUELDOS,PRESTAC,VENTA,AGREGA,PERREMUN,SOCIOS,PERSONOM,DIRECTO,AGENCIA,APRENDIZ,TOTPERSO,PROMUJ,PROHOM,PERMUJ,PERHOM,DIRMUJ,DIRHOM,AGEMUJ,AGEHOM,APRENMUJ,APRENHOM,TOTMUJ,TOTHOM,SUEPLAN,PREPLAN,REMPLAN,COTIZA,GASAGEN,REMTEMP,TOTREM,INVINI,INVFIN,ROTACION,INVPRO,CTO,CTOINS,VENTASNOP,GASTOS,GASTOSNOP,GASTOPNOP
987642,462,462-463,11,1996,0,944867,246035.5,800,0,35000,0,42500,0,0,3008,4406,3406,392,0,23294,0,132585,644.5,224081,97063,9945968,698831.5,15,1,15,0,0,0,16,1,0,3,12,0,0,0,0,0,0,4,12,224081,52851,276932,39124.4,0,0,316056.4,491878,70707,9001101,281292.5,9001101,9001101,0,9304151,0,9651123
987634,462,462-463,11,2011,0,920321,323409.5,0,986,21000,0,36000,7013,1682,7044,2850,2215,44440,18412,121090,0,0,60677.5,155537,67784,6680825,596911.5,12,1,12,0,0,0,13,0,1,5,7,0,0,0,0,0,0,5,8,155537,36463,192000,28001.32,0,0,220001.32,111843,142040,5760504,126941.5,5760504,5760504,0,6183418,278333,6737159
987622,462,462-463,11,1990,0,349937,198344.5,0,6317,12371,0,0,20634,1138,9643,6604,1878,0,291,53617,0,0,85851.5,105313,47497,7403181,151592.5,11,0,11,0,0,0,11,0,0,2,9,0,0,0,0,0,0,2,9,105313,27205,132518,17836.96,0,0,150354.96,615875,391337,7053244,503606,7053244,7053244,0,7378187,48505,7592070
987589,462,462-463,11,1997,0,330266,25531,0,3754,0,0,16134,0,0,1900,884,856,0,0,1923,0,0,80,26471,14100,1321062,304735,2,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,26471,8048,34519,5423.12,0,0,39942.12,319569,164158,990796,241863.5,990796,990796,0,1022536,10248,1075683
987583,462,462-463,14,2010,0,2148943,431501.5,0,0,8182,0,159876,37004,5008,44517,17725,3939,623,1251,102684,0,0,50692.5,895867,387101,17078837,1717441.5,85,0,0,85,0,2,87,0,0,0,0,15,70,0,0,1,1,16,71,0,207358,0,157960.12,0,878311,1036271.12,2353284,2057429,14929894,2205356.5,14929894,14929894,0,15460043,137685,17008521
987556,462,462-463,11,2003,0,590440,80332,0,0,28562,0,1161,11871,0,9540,659,2997,0,0,460,0,0,25082,122422,53701,1481185,510108,7,1,0,7,0,0,8,0,1,0,0,5,2,0,0,0,0,5,3,0,29635,0,21164.64,0,122422,143586.64, , , ,0,890745,890745,0,1006446,44261,1236965
987545,462,462-463,11,2009,0,284287,95097.5,0,5883,24736,0,7376,0,720,24573,2430,2731,0,49,14805,0,0,11794.5,210720,85578,2580861,189189.5,14,0,14,0,0,0,14,0,0,7,7,0,0,0,0,0,0,7,7,210720,42300,253020,39704.64,0,0,292724.64,280965,352356,2296574,316660.5,2296574,2296574,0,2414702,0,2726136
987539,462,462-463,11,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986651,462,462-463,11,1990,0,2111769,685769.5,1009,0,33975,75120,76800,3281,4120,6108,15275,12750,220328,110180,121350,0,0,143.5,312048,138410,8395558,1425999.5,26,2,0,26,2,1,31,1,1,0,0,4,22,1,1,0,1,6,25,0,77120,0,54575.6,5330,302110,356685.6,50125,27142,6283789,38633.5,6283789,6283789,0,7090872,74,7585547
986642,462,462-463,11,1992,0,1928852,480528,0,5055,0,0,68596,49691,6880,29402,21425,3657,95878,9741,73476,0,0,116727,596741,245764,18191653,1448324,37,0,0,37,0,2,39,0,0,0,0,8,29,0,0,2,0,10,29,0,135316,0,97539.44,0,576869,674408.44,1269773,1282541,16262801,1276157,16262801,16262801,0,16992741,82205,17986376
