V1,CORRELA_16,CORRELA_9,IDOJ1,IDAIO,CIMREP,BRUTA,CONSUI,GAS,EMPAQUE,HONORA,COMISION,ARRIENDO,SEGURO,ASEO,ENERGIA,COMUNICA,PUBLICO,FLETES,PUBLICI,ADECUA,REGALA,OUTSOURCING,OTROS,SUELDOS,PRESTAC,VENTA,AGREGA,PERREMUN,SOCIOS,PERSONOM,DIRECTO,AGENCIA,APRENDIZ,TOTPERSO,PROMUJ,PROHOM,PERMUJ,PERHOM,DIRMUJ,DIRHOM,AGEMUJ,AGEHOM,APRENMUJ,APRENHOM,TOTMUJ,TOTHOM,SUEPLAN,PREPLAN,REMPLAN,COTIZA,GASAGEN,REMTEMP,TOTREM,INVINI,INVFIN,ROTACION,INVPRO,CTO,CTOINS,VENTASNOP,GASTOS,GASTOSNOP,GASTOPNOP
967195,4741-4742,474 - 475,5,1982,0,2194995,508647.5,0,1081,76615,22008,87262,38256,21635,494,48793,9890,4026,28541,74191,2115,0,93740.5,1017961,499469,6793715,1686347.5,70,0,11,59,0,3,73,0,0,3,8,31,28,0,0,2,1,36,37,328845,286065,424210,185106.64,0,657507,1266823.64,1927415,1530793,4598720,1729104,4598720,4598720,0,5356839,146653,7089310
966955,4741-4742,474 - 475,14,1981,0,6668714,991140,0,0,22577,133948,194846,17099,6938,129781,38509,15532,118709,7998,302453,0,0,2750,1092900.4,737517.6,17122876,5677574,70,0,70,0,0,3,73,0,0,32,38,0,0,0,0,2,1,34,39,1057295.4,416524.6,1473820,301919.4,0,0,1775739.4,662941,6686957,10454162,3674949,10454162,10454162,0,11705382,0,13682797
966930,4741-4742,474 - 475,14,1986,0,2117707,616057,0,0,54000,1928,11866,41743,11416,60356,27194,6333,15442,36956,174529,0,0,174294,936237,340328,6417293,1501650,55,0,44,11,0,4,59,0,0,26,18,7,4,0,0,4,0,37,22,773473,196957,935902,126569.32,0,119399,1181870.32,1657168,2060671,4299586,1858919.5,4299586,4299586,0,5199694,42038,6608465
966909,4741-4742,474 - 475,14,1988,0,1381091,288774,0,0,3275,0,106316,4588,3383,27636,13304,563,4457,52010,39491,0,0,33751,369312,152803,2983808,1092317,25,0,25,0,0,1,26,0,0,8,17,0,0,0,0,0,1,8,18,359309,87755,447064,56795.84,0,0,503859.84,94429,28016,1602717,61222.5,1602717,1602717,0,1952300,30372,2531438
966573,4741-4742,474 - 475,4,1982,0,1662448,102038,0,0,1150,0,80340,856,2685,8911,1830,2543,1850,0,758,0,0,1115,169033,82467,4749849,1560410,14,0,14,0,0,0,14,0,0,6,8,0,0,0,0,0,0,6,8,169033,36890,205923,42435.96,0,0,248358.96,325678,781386,3087401,553532,3087401,3087401,0,3198750,27949,3493767
966549,4741-4742,474 - 475,4,1995,0,268144,98181,0,53,180,625,33442,0,3822,21117,11720,1820,17277,223,3366,0,0,4536,241466,89101,795310,169963,22,4,22,0,0,0,26,1,3,9,13,0,0,0,0,0,0,10,16,241466,50708,292174,32064.44,0,0,324238.44,4275073,4465371,527166,4370222,527166,527166,0,659883,9137,1028323
966548,4741-4742,474 - 475,11,1991,0,1540144,223158,0,0,0,0,72000,0,0,85357,18642,4659,0,0,0,0,0,42500,529426,220009,3649759,1316986,36,2,36,0,0,2,40,1,1,18,18,0,0,0,0,2,0,21,19,508359,111209,619568,97710.32,0,0,717278.32,3294560,3662009,2109615,3478284.5,2109615,2109615,0,2416673,182140,3379111
966362,4741-4742,474 - 475,14,2000,29712.66667,6192346.667,2429270.333,305,23412.66667,174195.3333,320254.6667,651328,59756,15535.33333,46378.33333,52842.66667,9232.666667,265411,134163.6667,365802,0,0,208240,1273635.667,521049.6667,19921527.33,3763076.333,40.66666667,0,33.66666667,7,4.666666667,2,47.33333333,0,0,16.33333333,17.33333333,4,3,1,3.666666667,0.6666666667,1.333333333,22,25.33333333,1156549,343629,1476232.333,149595.3867,102413,104937,1730764.72,2235940.667,2293068,13699468.01,2264504.333,13699468,13729180.67,0,16753883.67,308958.6667,19150512
966338,4741-4742,474 - 475,4,2002,0,1949575,1051531.5,0,0,46978,801697,11813,7801,780,16506,10265,713,121451,22179,4445,0,0,6903.5,170100,69741,6877406,898043.5,12,0,12,0,0,0,12,0,0,7,5,0,0,0,0,0,0,7,5,170100,39123,209223,26807.76,0,0,236030.76,250500,316885,4927831,283692.5,4927831,4927831,0,6108050,12923,6374495
966288,4741-4742,474 - 475,11,2003,0,780939,164939,0,0,6000,0,80758,8281,8767,33718,7739,3650,0,0,6445,0,0,9581,233165,81417,2508644,616000,21,0,21,0,0,1,22,0,0,14,7,0,0,0,0,0,1,14,8,225215,46738,271953,29704.52,0,0,301657.52,2570362,2719212,1727705,2644787,1727705,1727705,0,1934149,91213,2362847
