V1,CORRELA_16,CORRELA_9,IDOJ1,IDAIO,CIMREP,BRUTA,CONSUI,GAS,EMPAQUE,HONORA,COMISION,ARRIENDO,SEGURO,ASEO,ENERGIA,COMUNICA,PUBLICO,FLETES,PUBLICI,ADECUA,REGALA,OUTSOURCING,OTROS,SUELDOS,PRESTAC,VENTA,AGREGA,PERREMUN,SOCIOS,PERSONOM,DIRECTO,AGENCIA,APRENDIZ,TOTPERSO,PROMUJ,PROHOM,PERMUJ,PERHOM,DIRMUJ,DIRHOM,AGEMUJ,AGEHOM,APRENMUJ,APRENHOM,TOTMUJ,TOTHOM,SUEPLAN,PREPLAN,REMPLAN,COTIZA,GASAGEN,REMTEMP,TOTREM,INVINI,INVFIN,ROTACION,INVPRO,CTO,CTOINS,VENTASNOP,GASTOS,GASTOSNOP,GASTOPNOP
987631,4772,476 - 477,11,1981,0,568310,108728.5,0,6525,846,36565,0,9350,129,11210,5731,4410,0,0,88,1058,0,32816.5,116240,46990,2999689,459581.5,7,2,7,0,0,0,9,0,2,3,4,0,0,0,0,0,0,3,6,116240,27785,144025,16601,0,0,160626,736713,804256,2431379,770484.5,2431379,2431379,0,2589657,20185,2786692
986614,4772,476 - 477,14,1996,0,3020493,926293.5,0,34643,0,0,323251,29677,58706,289787,49383,13436,18,45263,11248,1414,0,69467.5,1043134,405117,7259440,2094199.5,81,0,5,76,0,3,84,0,0,3,2,67,9,0,0,2,1,72,12,113398,232942,139480,149488.28,0,899391,1188359.28,1257210,958617,4238947,1107913.5,4238947,4238947,0,5352038,104451,7016946
986571,4772,476 - 477,4,1984,0,249336,81546,0,2339,0,0,50832,1643,8,8305,7321,2472,0,0,377,0,0,8249,79498,29879,668755,167790,8,0,8,0,0,0,8,0,0,6,2,0,0,0,0,0,0,6,2,79498,16831,96329,11278.4,0,0,107607.4,469742,480846,419419,475294,419419,419419,0,516954,5809,640844
986555,4772,476 - 477,4,2007,0,785688,138901.5,0,0,0,0,101970,0,4500,7600,3600,3000,0,14184,1400,0,0,2647.5,192125,98195,1907011,646786.5,26,0,0,26,0,1,27,0,0,0,0,26,0,0,0,1,0,27, ,0,54206,0,38289.88,0,184340,222629.88,2210637,1439595,1121323,1825116,1121323,1121323,0,1288826,34902,1636935
986539,4772,476 - 477,4,2009,0,1751953,543767.5,0,0,0,0,497852,0,0,13300,3050,1000,0,21176,1350,0,0,6039.5,472987,191418,3947619,1208185.5,43,0,0,43,0,1,44,0,0,0,0,41,2,0,0,1,0,42,2,0,108153,0,73216.36,0,464982,538198.36,25571,35166,2195666,30368.5,2195666,2195666,0,2773411,60259,3544262
986534,4772,476 - 477,14,2009,0,501833,43305,0,0,4215,0,25020,0,0,12030,1040,350,0,0,0,0,0,650,317994,123778,1533349,458528,30,0,30,0,0,2,32,0,0,19,11,0,0,0,0,1,1,20,12,298122,74530,372652,42571.12,0,0,415223.12,415153,502826,1031516,458989.5,1031516,1031516,0,1093564,0,1572968
986527,4772,476 - 477,14,2010,0,840888,182152,0,18200,0,0,119927,5200,1600,9900,13700,6700,1650,3925,0,0,0,1350,387558,158104,1556260,658736,37,7,0,37,0,2,46,4,3,0,0,20,17,0,0,1,1,25,21,0,80890,0,60741.6,0,367684,428425.6,3182826,4003205,715372,3593015.5,715372,715372,0,907900,0,1511144
986506,4772,476 - 477,14,2011,0,170281,161236,0,6500,0,0,84000,0,0,45896,2180,1950,7950,12000,0,0,0,760,136554,53180,451412,9045,12,0,12,0,0,1,13,0,0,9,3,0,0,0,0,1,0,10,3,126618,29122,155740,21221.6,0,0,176961.6,370950,114819,281131,242884.5,281131,281131,0,444717,0,646091
986493,4772,476 - 477,14,2012,0,2333243,916651,0,29779,0,0,685208,32887,7875,12300,3750,940,195,26805,50980,0,0,65932,444053,178910,5479533,1416592,35,0,0,35,0,1,36,0,0,0,0,21,14,0,0,0,1,21,15,0,101805,0,67033.4,0,437643,504676.4,61926,65711,3146290,63818.5,3146290,3146290,0,4189721,96908,4949811
986455,4772,476 - 477,4,2005,0,547240,156823.5,0,2202,24000,0,0,4578,1475,48350,6119,2698,0,0,1212,995,0,65194.5,332585,118396,923767,390416.5,21,2,6,15,0,2,25,0,2,3,3,2,13,0,0,1,1,6,19,94569,70056,115071,41798.64,0,216949,373818.64,2394138,2451851,376527,2422994.5,376527,376527,0,626476,67227,1171946
986454,4772,476 - 477,14,2006,0,779029,411631,0,22277,24920,0,262249,0,4184,63647,19009,1874,0,0,4149,0,0,9322,204177,85464,1864754,367398,19,0,2,17,0,1,20,0,0,0,2,9,8,0,0,1,0,10,10,25329,52444,32167,28669.36,0,168912,229748.36,186291,225784,1085725,206037.5,1085725,1085725,0,1532578,0,1838067
986444,4772,476 - 477,14,2009,0,6801246,3090920.5,0,0,53886,0,1729729,8293,8530,293986,52682,29807,10139,519101,62045,0,0,81689.5,1279097,538264,15827577,3710325.5,59,0,5,54,13,3,75,0,0,4,1,35,19,10,3,2,1,51,24,313199,290230,382735,214461.44,241033,936997,1534193.44,5043024,2282188,9026331,3662606,9026331,9026331,0,12110398,345667,14597931
